Mg,Al,Si,S,K,Ca,Fe,C,O,labels,x,y
0.07534246575342465,0.08333333333333333,0.18181818181818182,0.0234375,0.375,0.10810810810810811,0.04929577464788733,0.23170731707317074,0.17701863354037267,1.0,26,1
0.0684931506849315,0.041666666666666664,0.10606060606060606,0.0234375,0.25,0.10810810810810811,0.04225352112676056,0.23170731707317074,0.11180124223602483,1.0,27,1
0.0684931506849315,0.041666666666666664,0.10606060606060606,0.015625,0.125,0.08108108108108109,0.04225352112676056,0.20731707317073172,0.11180124223602483,1.0,28,1
0.0958904109589041,0.041666666666666664,0.11111111111111112,0.015625,0.25,0.08108108108108109,0.04225352112676056,0.17073170731707318,0.11801242236024843,1.0,29,1
0.1780821917808219,0.041666666666666664,0.15656565656565657,0.0234375,0.375,0.08108108108108109,0.04225352112676056,0.18292682926829268,0.18322981366459626,1.0,30,1
0.22602739726027396,0.125,0.2474747474747475,0.0234375,0.5,0.13513513513513514,0.056338028169014086,0.18292682926829268,0.2546583850931677,1.0,31,1
0.2602739726027397,0.125,0.30303030303030304,0.046875,0.625,0.16216216216216217,0.09859154929577466,0.20731707317073172,0.2826086956521739,1.0,32,1
0.3904109589041096,0.125,0.36363636363636365,0.0546875,0.75,0.16216216216216217,0.1056338028169014,0.20731707317073172,0.3602484472049689,1.0,33,1
0.4246575342465753,0.14583333333333331,0.3585858585858586,0.046875,1.0,0.32432432432432434,0.11267605633802817,0.21951219512195122,0.3602484472049689,1.0,34,1
0.273972602739726,0.125,0.2878787878787879,0.0390625,0.375,0.1891891891891892,0.09154929577464789,0.21951219512195122,0.3074534161490683,1.0,35,1
0.02054794520547945,0.041666666666666664,0.03535353535353536,0.0078125,0.125,0.05405405405405406,0.02112676056338028,0.21951219512195122,0.043478260869565216,1.0,36,1
0.0136986301369863,0.020833333333333332,0.010101010101010102,0.0078125,0.125,0.02702702702702703,0.007042253521126761,0.21951219512195122,0.012422360248447204,1.0,37,1
0.0,0.020833333333333332,0.010101010101010102,0.0,0.0,0.0,0.007042253521126761,0.24390243902439024,0.012422360248447204,1.0,38,1
0.0,0.0,0.005050505050505051,0.0078125,0.0,0.02702702702702703,0.007042253521126761,0.25609756097560976,0.018633540372670808,1.0,39,1
0.0,0.0,0.005050505050505051,0.0,0.0,0.02702702702702703,0.007042253521126761,0.29268292682926833,0.015527950310559004,1.0,40,1
0.00684931506849315,0.0,0.005050505050505051,0.0,0.0,0.02702702702702703,0.007042253521126761,0.3170731707317073,0.015527950310559004,1.0,41,1
0.00684931506849315,0.020833333333333332,0.005050505050505051,0.0,0.0,0.0,0.0,0.34146341463414637,0.015527950310559004,1.0,42,1
0.00684931506849315,0.020833333333333332,0.0,0.0,0.125,0.0,0.0,0.34146341463414637,0.015527950310559004,1.0,43,1
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.3170731707317073,0.015527950310559004,1.0,44,1
0.0,0.0,0.005050505050505051,0.0078125,0.125,0.0,0.007042253521126761,0.3170731707317073,0.012422360248447204,1.0,45,1
0.0,0.0,0.005050505050505051,0.0078125,0.0,0.0,0.007042253521126761,0.3170731707317073,0.012422360248447204,1.0,46,1
0.0,0.020833333333333332,0.005050505050505051,0.0078125,0.0,0.02702702702702703,0.007042253521126761,0.29268292682926833,0.015527950310559004,1.0,47,1
0.0,0.020833333333333332,0.005050505050505051,0.0078125,0.0,0.02702702702702703,0.007042253521126761,0.29268292682926833,0.015527950310559004,1.0,48,1
0.0,0.020833333333333332,0.005050505050505051,0.0078125,0.25,0.02702702702702703,0.007042253521126761,0.3048780487804878,0.015527950310559004,1.0,49,1
0.0,0.0,0.005050505050505051,0.0078125,0.125,0.02702702702702703,0.007042253521126761,0.3170731707317073,0.015527950310559004,1.0,50,1
0.00684931506849315,0.020833333333333332,0.005050505050505051,0.0,0.125,0.0,0.007042253521126761,0.3536585365853659,0.015527950310559004,1.0,51,1
0.00684931506849315,0.020833333333333332,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.3536585365853659,0.015527950310559004,1.0,52,1
0.0,0.0,0.005050505050505051,0.0,0.0,0.02702702702702703,0.007042253521126761,0.36585365853658536,0.015527950310559004,1.0,53,1
0.0,0.0,0.005050505050505051,0.0,0.0,0.02702702702702703,0.007042253521126761,0.36585365853658536,0.018633540372670808,1.0,54,1
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.34146341463414637,0.015527950310559004,1.0,55,1
0.0,0.0,0.005050505050505051,0.0,0.125,0.0,0.007042253521126761,0.32926829268292684,0.012422360248447204,1.0,56,1
0.0,0.0,0.010101010101010102,0.0,0.125,0.0,0.007042253521126761,0.32926829268292684,0.006211180124223602,1.0,57,1
0.0,0.0,0.010101010101010102,0.0,0.125,0.0,0.007042253521126761,0.3536585365853659,0.009316770186335404,1.0,58,1
0.0,0.020833333333333332,0.005050505050505051,0.0078125,0.125,0.0,0.007042253521126761,0.3780487804878049,0.018633540372670808,1.0,59,1
0.0,0.0,0.005050505050505051,0.0078125,0.125,0.02702702702702703,0.014084507042253521,0.32926829268292684,0.018633540372670808,1.0,60,1
0.0,0.0,0.010101010101010102,0.0078125,0.125,0.02702702702702703,0.014084507042253521,0.32926829268292684,0.015527950310559004,1.0,61,1
0.0,0.0,0.010101010101010102,0.0,0.125,0.02702702702702703,0.014084507042253521,0.32926829268292684,0.015527950310559004,1.0,62,1
0.00684931506849315,0.0,0.015151515151515152,0.0,0.125,0.0,0.014084507042253521,0.34146341463414637,0.009316770186335404,1.0,63,1
0.0,0.0,0.015151515151515152,0.0,0.125,0.0,0.014084507042253521,0.32926829268292684,0.009316770186335404,1.0,64,1
0.0,0.0,0.015151515151515152,0.0078125,0.125,0.0,0.007042253521126761,0.3170731707317073,0.009316770186335404,1.0,65,1
0.0,0.020833333333333332,0.005050505050505051,0.0078125,0.0,0.0,0.007042253521126761,0.3170731707317073,0.012422360248447204,1.0,66,1
0.0,0.0,0.005050505050505051,0.0,0.125,0.0,0.007042253521126761,0.34146341463414637,0.012422360248447204,1.0,67,1
0.0,0.0,0.005050505050505051,0.0,0.125,0.0,0.007042253521126761,0.36585365853658536,0.012422360248447204,1.0,68,1
0.0,0.0,0.010101010101010102,0.0,0.125,0.0,0.007042253521126761,0.34146341463414637,0.015527950310559004,1.0,69,1
0.0,0.0,0.010101010101010102,0.0078125,0.125,0.0,0.007042253521126761,0.3048780487804878,0.015527950310559004,1.0,70,1
0.0,0.0,0.010101010101010102,0.0078125,0.125,0.0,0.007042253521126761,0.3048780487804878,0.015527950310559004,1.0,71,1
0.0,0.0,0.010101010101010102,0.0078125,0.125,0.02702702702702703,0.007042253521126761,0.3780487804878049,0.018633540372670808,1.0,72,1
0.00684931506849315,0.0,0.010101010101010102,0.0078125,0.125,0.02702702702702703,0.007042253521126761,0.3780487804878049,0.021739130434782608,1.0,73,1
0.0,0.0,0.010101010101010102,0.0,0.0,0.02702702702702703,0.0,0.36585365853658536,0.018633540372670808,1.0,74,1
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.25609756097560976,0.018633540372670808,1.0,0,2
0.0,0.0,0.005050505050505051,0.0078125,0.0,0.0,0.007042253521126761,0.3048780487804878,0.018633540372670808,1.0,1,2
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.29268292682926833,0.012422360248447204,1.0,2,2
0.0,0.020833333333333332,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.3048780487804878,0.009316770186335404,1.0,3,2
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.3536585365853659,0.009316770186335404,1.0,4,2
0.00684931506849315,0.0,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.3536585365853659,0.009316770186335404,1.0,5,2
0.00684931506849315,0.0,0.015151515151515152,0.0078125,0.0,0.0,0.007042253521126761,0.45121951219512196,0.024844720496894408,1.0,6,2
0.0,0.0,0.010101010101010102,0.0078125,0.0,0.0,0.007042253521126761,0.3780487804878049,0.018633540372670808,1.0,7,2
0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.007042253521126761,0.36585365853658536,0.018633540372670808,1.0,8,2
0.0,0.020833333333333332,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.36585365853658536,0.018633540372670808,1.0,9,2
0.0,0.020833333333333332,0.010101010101010102,0.0078125,0.125,0.0,0.014084507042253521,0.4634146341463415,0.02795031055900621,1.0,10,2
0.00684931506849315,0.020833333333333332,0.020202020202020204,0.015625,0.125,0.0,0.02112676056338028,0.5487804878048781,0.03416149068322981,1.0,11,2
0.0136986301369863,0.041666666666666664,0.020202020202020204,0.015625,0.25,0.02702702702702703,0.02112676056338028,0.6707317073170732,0.040372670807453416,1.0,12,2
0.0136986301369863,0.041666666666666664,0.025252525252525256,0.0234375,0.25,0.02702702702702703,0.02112676056338028,0.7560975609756098,0.06211180124223602,1.0,13,2
0.0136986301369863,0.041666666666666664,0.025252525252525256,0.015625,0.25,0.05405405405405406,0.028169014084507043,0.8292682926829269,0.07763975155279502,1.0,14,2
0.0136986301369863,0.041666666666666664,0.025252525252525256,0.015625,0.25,0.05405405405405406,0.028169014084507043,0.8048780487804879,0.07763975155279502,1.0,15,2
0.0136986301369863,0.041666666666666664,0.025252525252525256,0.0078125,0.375,0.05405405405405406,0.02112676056338028,0.7926829268292683,0.08385093167701863,1.0,16,2
0.00684931506849315,0.041666666666666664,0.020202020202020204,0.015625,0.5,0.05405405405405406,0.02112676056338028,0.7926829268292683,0.09006211180124223,1.0,17,2
0.0,0.020833333333333332,0.015151515151515152,0.015625,0.375,0.02702702702702703,0.02112676056338028,0.8292682926829269,0.09006211180124223,1.0,18,2
0.00684931506849315,0.020833333333333332,0.015151515151515152,0.0234375,0.25,0.05405405405405406,0.028169014084507043,0.8658536585365854,0.09316770186335403,1.0,19,2
0.00684931506849315,0.020833333333333332,0.025252525252525256,0.0234375,0.125,0.08108108108108109,0.04225352112676056,0.8292682926829269,0.08695652173913043,1.0,20,2
0.0136986301369863,0.041666666666666664,0.030303030303030304,0.0234375,0.5,0.10810810810810811,0.04929577464788733,0.7195121951219512,0.09627329192546583,1.0,21,2
0.0136986301369863,0.125,0.07070707070707072,0.0234375,0.5,0.10810810810810811,0.07746478873239437,0.36585365853658536,0.13975155279503104,1.0,22,2
0.02054794520547945,0.5,0.23232323232323235,0.0234375,0.625,0.10810810810810811,0.07746478873239437,0.2804878048780488,0.2639751552795031,1.0,23,2
0.06164383561643835,0.5,0.23232323232323235,0.015625,0.625,0.10810810810810811,0.06338028169014084,0.23170731707317074,0.2639751552795031,1.0,24,2
0.0821917808219178,0.3333333333333333,0.2272727272727273,0.015625,0.5,0.10810810810810811,0.056338028169014086,0.1951219512195122,0.19565217391304346,1.0,25,2
0.1232876712328767,0.1875,0.22222222222222224,0.0234375,0.25,0.10810810810810811,0.04929577464788733,0.23170731707317074,0.19254658385093165,1.0,26,2
0.21232876712328766,0.125,0.22222222222222224,0.015625,0.25,0.13513513513513514,0.04929577464788733,0.23170731707317074,0.21118012422360247,1.0,27,2
0.21232876712328766,0.10416666666666666,0.19191919191919193,0.015625,0.25,0.13513513513513514,0.035211267605633804,0.21951219512195122,0.22670807453416147,1.0,28,2
0.22602739726027396,0.041666666666666664,0.15656565656565657,0.015625,0.375,0.05405405405405406,0.04225352112676056,0.1951219512195122,0.18322981366459626,1.0,29,2
0.22602739726027396,0.041666666666666664,0.15656565656565657,0.015625,0.25,0.05405405405405406,0.04225352112676056,0.20731707317073172,0.18322981366459626,1.0,30,2
0.22602739726027396,0.041666666666666664,0.11111111111111112,0.015625,0.375,0.08108108108108109,0.04225352112676056,0.18292682926829268,0.18322981366459626,1.0,31,2
0.2876712328767123,0.0625,0.2373737373737374,0.015625,0.5,0.10810810810810811,0.04929577464788733,0.18292682926829268,0.20496894409937888,1.0,32,2
0.3904109589041096,0.125,0.3585858585858586,0.046875,0.5,0.13513513513513514,0.07746478873239437,0.18292682926829268,0.3571428571428571,1.0,33,2
0.4657534246575342,0.125,0.3484848484848485,0.046875,0.5,0.1891891891891892,0.07746478873239437,0.18292682926829268,0.3571428571428571,1.0,34,2
0.4246575342465753,0.125,0.30303030303030304,0.0390625,0.375,0.1891891891891892,0.09154929577464789,0.18292682926829268,0.3074534161490683,1.0,35,2
0.17123287671232876,0.0625,0.21717171717171718,0.015625,0.125,0.05405405405405406,0.07746478873239437,0.1951219512195122,0.20807453416149066,1.0,36,2
0.0136986301369863,0.020833333333333332,0.010101010101010102,0.0078125,0.0,0.02702702702702703,0.014084507042253521,0.21951219512195122,0.018633540372670808,1.0,37,2
0.0,0.0,0.010101010101010102,0.0,0.0,0.02702702702702703,0.007042253521126761,0.21951219512195122,0.012422360248447204,1.0,38,2
0.0,0.0,0.005050505050505051,0.0,0.0,0.02702702702702703,0.007042253521126761,0.25609756097560976,0.012422360248447204,1.0,39,2
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.014084507042253521,0.2804878048780488,0.015527950310559004,1.0,40,2
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.007042253521126761,0.29268292682926833,0.015527950310559004,1.0,41,2
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.29268292682926833,0.015527950310559004,1.0,42,2
0.00684931506849315,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.29268292682926833,0.015527950310559004,1.0,43,2
0.0,0.0,0.005050505050505051,0.0,0.0,0.0,0.0,0.29268292682926833,0.015527950310559004,1.0,44,2
